id	gene
WP_007861015.1	FeFeB
WP_007863166.1	FeFeB
WP_027640431.1	FeFeB
WP_027642984.1	FeFeB
WP_004840268.1	FeFeB
WP_006778913.1	FeFeB
WP_006442603.1	FeFeB
WP_029502583.1	FeFeB
WP_013273992.1	FeFeB
WP_013274254.1	FeFeB
WP_004605002.1	FeFeB
WP_015529112.1	FeFeB
WP_006859957.1	FeFeB
WP_007157603.1	FeFeB
WP_014115957.1	FeFeB
WP_032508759.1	FeFeB
WP_032509674.1	FeFeB
WP_024621657.1	FeFeB
WP_024622567.1	FeFeB
WP_005364906.1	FeFeB
WP_008901930.1	FeFeB
WP_004823125.1	FeFeB
WP_002843191.1	FeFeB
WP_002845087.1	FeFeB
WP_028830146.1	FeFeB
WP_006571748.1	FeFeB
WP_006599253.1	FeFeB
WP_014079355.1	FeFeB
WP_014080018.1	FeFeB
WP_015560436.1	FeFeB
WP_027629995.1	FeFeB
WP_003530568.1	FeFeB
WP_003532170.1	FeFeB
WP_006352873.1	FeFeB
WP_015518171.1	FeFeB
WP_020073353.1	FeFeB
WP_020073385.1	FeFeB
WP_015359535.1	FeFeB
WP_015360284.1	FeFeB
WP_004627876.1	FeFeB
WP_027095964.1	FeFeB
WP_002848990.1	FeFeB
WP_028527755.1	FeFeB
WP_023920581.1	FeFeB
WP_006905160.1	FeFeB
WP_007046798.1	FeFeB
WP_004611414.1	FeFeB
WP_004613839.1	FeFeB
WP_023386490.1	FeFeB
WP_019893070.1	FeFeB
WP_004800637.1	FeFeB
WP_027090514.1	FeFeB
WP_004610270.1	FeFeB
WP_028044437.1	FeFeB
WP_014553742.1	FeFeB
WP_014553922.1	FeFeB
WP_005487149.1	FeFeB
WP_015325789.1	FeFeB
WP_015326565.1	FeFeB
WP_012635168.1	FeFeB
WP_012635236.1	FeFeB
WP_018247956.1	FeFeB
WP_018248337.1	FeFeB
WP_012447299.1	FeFeB
WP_012447347.1	FeFeB
WP_004093662.1	FeFeB
WP_004099977.1	FeFeB
WP_012938875.1	FeFeB
WP_012939228.1	FeFeB
WP_014128295.1	FeFeB
WP_027937376.1	FeFeB
WP_006789546.1	FeFeB
WP_018703126.1	FeFeB
WP_014015718.1	FeFeB
WP_006941133.1	FeFeB
WP_007953762.1	FeFeB
WP_009145673.1	FeFeB
WP_006190671.1	FeFeB
WP_021170205.1	FeFeB
WP_019880475.1	FeFeB
WP_007289794.1	FeFeB
WP_007290224.1	FeFeB
WP_019554692.1	FeFeB
WP_013150225.1	FeFeB
WP_014063301.1	FeFeB
WP_014758430.1	FeFeB
WP_013298245.1	FeFeB
WP_013788347.1	FeFeB
WP_013276251.1	FeFeB
WP_013387868.1	FeFeB
WP_012862886.1	FeFeB
WP_028329580.1	FeFeB
WP_008724767.1	FeFeB
WP_012670335.1	FeFeB
WP_020005910.1	FeFeB
WP_014487517.1	FeFeB
WP_013243002.1	FeFeB
WP_013608539.1	FeFeB
WP_014270720.1	FeFeB
WP_018526486.1	FeFeB
WP_013255832.1	FeFeB
WP_015710040.1	FeFeB
WP_022931411.1	FeFeB
WP_010699218.1	FeFeB
WP_002704855.1	FeFeB
WP_013700376.1	FeFeB
WP_008713427.1	FeFeB
AIO18483.1	FeFeB
WP_015869123.1	FeFeB
WP_026475068.1	FeFeC1
WP_016777702.1	FeFeC1
WP_010665314.1	FeFeC1
WP_013610546.1	FeFeC1
WP_007656801.1	FeFeC1
WP_028729380.1	FeFeC1
WP_008157723.1	FeFeC1
WP_005643245.1	FeFeC1
WP_019541391.1	FeFeC1
WP_010251919.1	FeFeC1
WP_026393511.1	FeFeC1
WP_014357055.1	FeFeC1
WP_012064286.1	FeFeC1
WP_008909343.1	FeFeC1
WP_013657399.1	FeFeC1
WP_026893765.1	FeFeC1
WP_026894022.1	FeFeC1
WP_015513457.1	FeFeC1
WP_028308072.1	FeFeC1
WP_027364040.1	FeFeC1
WP_006521135.1	FeFeC1
WP_013823363.1	FeFeC1
WP_027355352.1	FeFeC1
WP_018084276.1	FeFeC1
WP_013379176.1	FeFeC1
WP_021739962.1	FeFeC1
WP_002572006.1	FeFeC1
WP_007862856.1	FeFeC1
WP_027642172.1	FeFeC1
WP_006778972.1	FeFeC1
WP_013273980.1	FeFeC1
WP_004608279.1	FeFeC1
WP_006573282.1	FeFeC1
WP_027629168.1	FeFeC1
WP_014254572.1	FeFeC1
WP_003534146.1	FeFeC1
WP_015358348.1	FeFeC1
WP_004626210.1	FeFeC1
WP_003512576.1	FeFeC1
WP_018660455.1	FeFeC1
WP_013406358.1	FeFeC1
WP_015327627.1	FeFeC1
WP_027338883.1	FeFeC1
WP_018247867.1	FeFeC1
WP_012446583.1	FeFeC1
WP_012939176.1	FeFeC1
WP_009145644.1	FeFeC1
WP_021167205.1	FeFeC1
WP_007288806.1	FeFeC1
WP_009609830.1	FeFeC1
WP_026485859.1	FeFeC1
WP_015907773.1	FeFeC1
WP_013403323.1	FeFeC1
WP_013430365.1	FeFeC1
WP_013290556.1	FeFeC1
WP_013412025.1	FeFeC1
WP_018962522.1	FeFeC1
WP_012543804.1	FeFeC1
WP_027717491.1	FeFeC1
WP_013780872.1	FeFeC1
WP_013778946.1	FeFeC1
WP_003871510.1	FeFeC1
WP_012994906.1	FeFeC1
WP_013150113.1	FeFeC1
WP_006570151.1	FeFeC1
WP_028991495.1	FeFeC1
WP_004401673.1	FeFeC1
WP_014062652.1	FeFeC1
WP_014758976.1	FeFeC1
WP_013297601.1	FeFeC1
WP_013788354.1	FeFeC1
WP_014163756.1	FeFeC1
WP_010251391.1	FeFeC2
WP_027398671.1	FeFeC2
WP_027626440.1	FeFeC2
WP_014903221.1	FeFeC2
WP_014184511.1	FeFeC2
WP_014186347.1	FeFeC2
WP_014186754.1	FeFeC2
WP_009618950.1	FeFeC2
WP_004064152.1	FeFeC2
WP_014080084.1	FeFeC2
WP_015560495.1	FeFeC2
WP_002848484.1	FeFeC2
WP_028517519.1	FeFeC2
WP_013623612.1	FeFeC2
WP_011640458.1	FeFeC2
WP_007957068.1	FeFeC2
WP_013255981.1	FeFeC2
WP_013314414.1	FeFeC2
WP_015709814.1	FeFeC2
WP_015713064.1	FeFeC2
WP_013757426.1	FeFeC2
WP_022931679.1	FeFeC2
WP_013969799.1	FeFeC2
WP_013701174.1	FeFeC2
WP_013907653.1	FeFeC2
WP_005037180.1	FeFeC3
WP_017873317.1	FeFeC3
WP_017890116.1	FeFeC3
WP_026475064.1	FeFeC3
WP_016777698.1	FeFeC3
WP_018338305.1	FeFeC3
WP_027202827.1	FeFeC3
WP_010663847.1	FeFeC3
WP_009137123.1	FeFeC3
WP_013613427.1	FeFeC3
WP_006928132.1	FeFeC3
WP_015724298.1	FeFeC3
WP_029460054.1	FeFeC3
WP_005996231.1	FeFeC3
WP_024823816.1	FeFeC3
WP_006002638.1	FeFeC3
WP_011698701.1	FeFeC3
WP_012532230.1	FeFeC3
WP_026841112.1	FeFeC3
WP_012645645.1	FeFeC3
WP_004514179.1	FeFeC3
WP_015722465.1	FeFeC3
WP_015839082.1	FeFeC3
WP_014552161.1	FeFeC3
WP_011940950.1	FeFeC3
WP_020675965.1	FeFeC3
WP_011341577.1	FeFeC3
WP_011342071.1	FeFeC3
WP_029918197.1	FeFeC3
WP_012547917.1	FeFeC3
WP_012582931.1	FeFeC3
WP_012414922.1	FeFeC3
WP_010250208.1	FeFeC3
WP_012065100.1	FeFeC3
WP_006874783.1	FeFeC3
WP_027398115.1	FeFeC3
WP_026649803.1	FeFeC3
WP_013657393.1	FeFeC3
WP_026894719.1	FeFeC3
WP_027637671.1	FeFeC3
WP_007059414.1	FeFeC3
WP_015925729.1	FeFeC3
WP_027625074.1	FeFeC3
WP_003493654.1	FeFeC3
WP_003493657.1	FeFeC3
WP_017416084.1	FeFeC3
WP_015513468.1	FeFeC3
WP_028308065.1	FeFeC3
WP_014186009.1	FeFeC3
WP_013809975.1	FeFeC3
WP_013810321.1	FeFeC3
WP_006524079.1	FeFeC3
WP_008409712.1	FeFeC3
WP_008410113.1	FeFeC3
WP_008413245.1	FeFeC3
WP_013823945.1	FeFeC3
WP_013824003.1	FeFeC3
WP_003543335.1	FeFeC3
WP_003543972.1	FeFeC3
WP_011877929.1	FeFeC3
WP_011878613.1	FeFeC3
WP_013841414.1	FeFeC3
WP_013842496.1	FeFeC3
WP_027356645.1	FeFeC3
WP_018085928.1	FeFeC3
WP_013484024.1	FeFeC3
WP_013379523.1	FeFeC3
WP_007287482.1	FeFeC3
WP_007287485.1	FeFeC3
WP_026892185.1	FeFeC3
WP_007715934.1	FeFeC3
WP_002568890.1	FeFeC3
WP_007863168.1	FeFeC3
WP_027640429.1	FeFeC3
WP_006778911.1	FeFeC3
WP_006442325.1	FeFeC3
WP_029502581.1	FeFeC3
WP_013273994.1	FeFeC3
WP_004608289.1	FeFeC3
WP_003499089.1	FeFeC3
WP_003507891.1	FeFeC3
WP_011928108.1	FeFeC3
WP_028828747.1	FeFeC3
WP_006574746.1	FeFeC3
WP_027627041.1	FeFeC3
WP_020814845.1	FeFeC3
WP_015518172.1	FeFeC3
WP_015359537.1	FeFeC3
WP_004629692.1	FeFeC3
WP_002849014.1	FeFeC3
WP_018592801.1	FeFeC3
WP_013119651.1	FeFeC3
WP_013121809.1	FeFeC3
WP_004614045.1	FeFeC3
WP_023383391.1	FeFeC3
WP_006059864.1	FeFeC3
WP_006784034.1	FeFeC3
WP_013406267.1	FeFeC3
WP_014553745.1	FeFeC3
WP_005487145.1	FeFeC3
WP_015325786.1	FeFeC3
WP_012635137.1	FeFeC3
WP_012635165.1	FeFeC3
WP_012635244.1	FeFeC3
WP_012447302.1	FeFeC3
WP_027937375.1	FeFeC3
WP_018703124.1	FeFeC3
WP_019880479.1	FeFeC3
WP_007290221.1	FeFeC3
WP_009610480.1	FeFeC3
WP_027718651.1	FeFeC3
WP_013781007.1	FeFeC3
WP_011393215.1	FeFeC3
WP_011393389.1	FeFeC3
WP_013778046.1	FeFeC3
WP_013570771.1	FeFeC3
WP_003868133.1	FeFeC3
WP_012996079.1	FeFeC3
WP_013150921.1	FeFeC3
WP_012268929.1	FeFeC3
WP_028992244.1	FeFeC3
AEM79842.1	FeFeC3
WP_014063294.1	FeFeC3
WP_014758428.1	FeFeC3
WP_013298247.1	FeFeC3
WP_013787821.1	FeFeC3
WP_013387666.1	FeFeC3
WP_012862884.1	FeFeC3
WP_014559402.1	FeFeC3
WP_014855313.1	FeFeC3
WP_013608542.1	FeFeC3
WP_014270717.1	FeFeC3
WP_018526489.1	FeFeC3
WP_020613089.1	FeFeC3
WP_013314018.1	FeFeC3
WP_015710039.1	FeFeC3
WP_013759422.1	FeFeC3
WP_015707141.1	FeFeC3
WP_006301959.1	FeFeC3
WP_005659983.1	FeFeC3
WP_008709061.1	FeFeC3
WP_008825904.1	FeFeC3
AIO18481.1	FeFeC3
WP_011993504.1	FeFeC3
WP_014451413.1	FeFeC3
WP_014296384.1	FeFeC3
WP_012056722.1	FeFeC3
WP_028843226.1	FeFeC3
WP_012003003.1	FeFeC3
WP_015919563.1	FeFeC3
WP_013931431.1	FeFeC3
WP_015407385.1	NiFe1a
WP_013217520.1	NiFe1a
WP_013218717.1	NiFe1a
WP_013011808.1	NiFe1a
WP_013885747.1	NiFe1a
WP_020589054.1	NiFe1a
WP_004071552.1	NiFe1a
WP_004072606.1	NiFe1a
WP_014959255.1	NiFe1a
WP_022664892.1	NiFe1a
WP_011187404.1	NiFe1a
WP_024335307.1	NiFe1a
WP_027365812.1	NiFe1a
WP_013162757.1	NiFe1a
WP_029915207.1	NiFe1a
WP_009380431.1	NiFe1a
WP_009368189.1	NiFe1a
WP_005028324.1	NiFe1a
WP_005027974.1	NiFe1a
WP_015774148.1	NiFe1a
WP_028575942.1	NiFe1a
WP_028573845.1	NiFe1a
WP_029968792.1	NiFe1a
WP_027360998.1	NiFe1a
WP_014261065.1	NiFe1a
WP_011368032.1	NiFe1a
WP_027178658.1	NiFe1a
WP_020001710.1	NiFe1a
WP_015336980.1	NiFe1a
WP_027185047.1	NiFe1a
WP_006003971.1	NiFe1a
WP_015851925.1	NiFe1a
WP_010939204.1	NiFe1a
WP_027722757.1	NiFe1a
WP_025324287.1	NiFe1a
WP_026688533.1	NiFe1a
WP_012959609.1	NiFe1a
WP_019123746.1	NiFe1a
WP_025219113.1	NiFe1a
WP_024363302.1	NiFe1a
WP_025694942.1	NiFe1a
WP_025697751.1	NiFe1a
WP_025334897.1	NiFe1a
WP_025690867.1	NiFe1a
WP_028784867.1	NiFe1a
WP_010244488.1	NiFe1a
WP_008909589.1	NiFe1a
WP_010890826.1	NiFe1a
WP_010233943.1	NiFe1a
WP_017209204.1	NiFe1a
WP_015958012.1	NiFe1a
WP_027639785.1	NiFe1a
WP_015924586.1	NiFe1a
WP_010076234.1	NiFe1a
WP_014254247.1	NiFe1a
WP_027623849.1	NiFe1a
WP_024346501.1	NiFe1a
WP_004615979.1	NiFe1a
WP_015614971.1	NiFe1a
WP_013272840.1	NiFe1a
WP_015394142.1	NiFe1a
WP_016206881.1	NiFe1a
WP_029159252.1	NiFe1a
WP_003493671.1	NiFe1a
WP_017413313.1	NiFe1a
WP_025205213.1	NiFe1a
WP_019225238.1	NiFe1a
WP_020491267.1	NiFe1a
WP_014792614.1	NiFe1a
WP_014794526.1	NiFe1a
WP_015262676.1	NiFe1a
WP_015262308.1	NiFe1a
WP_005811612.1	NiFe1a
WP_005808602.1	NiFe1a
WP_005812775.1	NiFe1a
WP_019850824.1	NiFe1a
WP_014825623.1	NiFe1a
WP_014828375.1	NiFe1a
WP_014901287.1	NiFe1a
WP_014901856.1	NiFe1a
WP_014183412.1	NiFe1a
WP_014182845.1	NiFe1a
WP_009616484.1	NiFe1a
WP_007778579.1	NiFe1a
WP_007779707.1	NiFe1a
WP_014116604.1	NiFe1a
WP_017379378.1	NiFe1a
WP_012032862.1	NiFe1a
WP_013174572.1	NiFe1a
WP_013119172.1	NiFe1a
WP_013119653.1	NiFe1a
WP_021169773.1	NiFe1a
WP_007288048.1	NiFe1a
WP_015739219.1	NiFe1a
WP_015739752.1	NiFe1a
WP_028052542.1	NiFe1a
WP_011344452.1	NiFe1a
WP_015049787.1	NiFe1a
WP_013755712.1	NiFe1a
WP_012675774.1	NiFe1b
WP_029520216.1	NiFe1b
WP_029523035.1	NiFe1b
WP_012674350.1	NiFe1b
WP_028949938.1	NiFe1b
WP_027390843.1	NiFe1b
WP_013505701.1	NiFe1b
WP_028324338.1	NiFe1b
WP_020585310.1	NiFe1b
WP_028320012.1	NiFe1b
WP_015904103.1	NiFe1b
WP_022666958.1	NiFe1b
WP_006964156.1	NiFe1b
WP_009380705.1	NiFe1b
WP_005027591.1	NiFe1b
WP_013258222.1	NiFe1b
WP_028586938.1	NiFe1b
WP_015750727.1	NiFe1b
WP_015772985.1	NiFe1b
WP_028577451.1	NiFe1b
WP_028574549.1	NiFe1b
WP_028572157.1	NiFe1b
WP_029966051.1	NiFe1b
WP_027361001.1	NiFe1b
WP_013515487.1	NiFe1b
WP_014261062.1	NiFe1b
WP_011369403.1	NiFe1b
WP_011368035.1	NiFe1b
WP_029459118.1	NiFe1b
WP_020888131.1	NiFe1b
WP_027175156.1	NiFe1b
WP_027179541.1	NiFe1b
WP_027177852.1	NiFe1b
WP_027188779.1	NiFe1b
WP_020001707.1	NiFe1b
WP_005996860.1	NiFe1b
WP_021760964.1	NiFe1b
WP_015337220.1	NiFe1b
WP_027182711.1	NiFe1b
WP_022660651.1	NiFe1b
WP_015860257.1	NiFe1b
WP_018125512.1	NiFe1b
WP_018126002.1	NiFe1b
WP_015414692.1	NiFe1b
WP_015415315.1	NiFe1b
WP_006008218.1	NiFe1b
WP_027191085.1	NiFe1b
WP_015851793.1	NiFe1b
WP_020879797.1	NiFe1b
WP_010939208.1	NiFe1b
WP_010939796.1	NiFe1b
WP_027722919.1	NiFe1b
WP_025391229.1	NiFe1b
WP_022670762.1	NiFe1b
WP_013682101.1	NiFe1b
WP_025270233.1	NiFe1b
WP_011699790.1	NiFe1b
WP_025322049.1	NiFe1b
WP_014468932.1	NiFe1b
WP_014468937.1	NiFe1b
WP_013135169.1	NiFe1b
WP_013135164.1	NiFe1b
WP_020975057.1	NiFe1b
WP_021091366.1	NiFe1b
WP_027305891.1	NiFe1b
WP_018136329.1	NiFe1b
WP_002849472.1	NiFe1b
WP_005870439.1	NiFe1b
WP_012108717.1	NiFe1b
WP_002869087.1	NiFe1b
WP_012661425.1	NiFe1b
WP_002952687.1	NiFe1b
WP_004277637.1	NiFe1b
WP_016647003.1	NiFe1b
WP_011577655.1	NiFe1b
WP_004087140.1	NiFe1b
WP_013890446.1	NiFe1b
WP_006655925.1	NiFe1b
WP_023929963.1	NiFe1b
WP_014661358.1	NiFe1b
WP_002956442.1	NiFe1b
WP_013469730.1	NiFe1b
WP_023949825.1	NiFe1b
WP_011114900.1	NiFe1b
WP_023926858.1	NiFe1b
WP_013023319.1	NiFe1b
WP_005020543.1	NiFe1b
WP_000038050.1	NiFe1b
WP_026944262.1	NiFe1b
WP_006564409.1	NiFe1b
WP_006802201.1	NiFe1b
WP_013553045.1	NiFe1b
WP_013460908.1	NiFe1b
WP_013460913.1	NiFe1b
WP_013327110.1	NiFe1b
WP_011373064.1	NiFe1b
WP_008339404.1	NiFe1b
WP_021286544.1	NiFe1b
WP_024954007.1	NiFe1b
WP_014769320.1	NiFe1b
WP_012856887.1	NiFe1b
WP_025344560.1	NiFe1b
WP_011139497.1	NiFe1b
WP_013163129.1	NiFe1b
WP_007473991.1	NiFe1b
WP_007474315.1	NiFe1b
WP_024789021.1	NiFe1b
WP_012663540.1	NiFe1b
WP_012082337.1	NiFe1b
WP_012083422.1	NiFe1b
WP_014353799.1	NiFe1b
WP_020374232.1	NiFe1b
WP_013344606.1	NiFe1b
WP_028110915.1	NiFe1b
WP_028112170.1	NiFe1b
WP_028115083.1	NiFe1b
WP_011759792.1	NiFe1b
WP_014620707.1	NiFe1b
WP_028762126.1	NiFe1b
WP_023267287.1	NiFe1b
WP_028768898.1	NiFe1b
WP_011637560.1	NiFe1b
WP_012277350.1	NiFe1b
WP_011865562.1	NiFe1b
WP_011072162.1	NiFe1b
WP_012155268.1	NiFe1b
WP_020912731.1	NiFe1b
WP_028760177.1	NiFe1b
WP_012142253.1	NiFe1b
WP_011622592.1	NiFe1b
WP_028774221.1	NiFe1b
WP_011371454.1	NiFe1b
WP_005368230.1	NiFe1b
WP_005299657.1	NiFe1b
WP_008987220.1	NiFe1b
WP_023403981.1	NiFe1b
WP_011688559.1	NiFe1c
WP_011525039.1	NiFe1c
WP_011714122.1	NiFe1c
WP_014198378.1	NiFe1c
WP_029009764.1	NiFe1c
WP_024080419.1	NiFe1c
WP_011384056.1	NiFe1c
WP_008620025.1	NiFe1c
WP_022846122.1	NiFe1c
WP_013638066.1	NiFe1c
WP_013537874.1	NiFe1c
WP_011466351.1	NiFe1c
WP_009206448.1	NiFe1c
WP_015437386.1	NiFe1c
WP_014238024.1	NiFe1c
WP_027457220.1	NiFe1c
WP_011289692.1	NiFe1c
WP_004378930.1	NiFe1c
WP_015766767.1	NiFe1c
WP_013010514.1	NiFe1c
WP_013886108.1	NiFe1c
WP_022851983.1	NiFe1c
WP_028581743.1	NiFe1c
WP_028579802.1	NiFe1c
WP_028583198.1	NiFe1c
WP_015725977.1	NiFe1c
WP_015403419.1	NiFe1c
WP_023408348.1	NiFe1c
WP_011187820.1	NiFe1c
WP_010941450.1	NiFe1c
WP_027371077.1	NiFe1c
WP_012468242.1	NiFe1c
WP_015721386.1	NiFe1c
WP_012774796.1	NiFe1c
WP_011938839.1	NiFe1c
WP_011419537.1	NiFe1c
WP_012098324.1	NiFe1c
WP_012524582.1	NiFe1c
WP_010674404.1	NiFe1c
WP_017778886.1	NiFe1c
WP_005315108.1	NiFe1c
WP_021230237.1	NiFe1c
WP_024528473.1	NiFe1c
WP_029132834.1	NiFe1c
WP_026199142.1	NiFe1c
WP_014780162.1	NiFe1c
WP_009150983.1	NiFe1c
WP_012073017.1	NiFe1c
WP_029095540.1	NiFe1c
WP_012135127.1	NiFe1c
WP_012907588.1	NiFe1c
WP_006688075.1	NiFe1c
WP_013318689.1	NiFe1c
WP_024106579.1	NiFe1c
WP_022634172.1	NiFe1c
WP_016941064.1	NiFe1c
WP_024522506.1	NiFe1c
WP_015871932.1	NiFe1c
WP_005288177.1	NiFe1c
WP_013366452.1	NiFe1c
WP_027711563.1	NiFe1c
WP_021568771.1	NiFe1c
WP_000083070.1	NiFe1c
WP_002435491.1	NiFe1c
WP_004092218.1	NiFe1c
WP_007370146.1	NiFe1c
WP_027275754.1	NiFe1c
WP_011201506.1	NiFe1c
WP_004236380.1	NiFe1c
WP_011092818.1	NiFe1c
WP_010863700.1	NiFe1c
WP_023580917.1	NiFe1c
WP_004248989.1	NiFe1c
WP_006535185.1	NiFe1c
WP_006659162.1	NiFe1c
WP_008912430.1	NiFe1c
WP_004257943.1	NiFe1c
WP_006814152.1	NiFe1c
WP_008916675.1	NiFe1c
WP_000083035.1	NiFe1c
WP_023228387.1	NiFe1c
WP_000083052.1	NiFe1c
WP_005020299.1	NiFe1c
WP_000083081.1	NiFe1c
WP_000083066.1	NiFe1c
WP_002443827.1	NiFe1c
WP_004703021.1	NiFe1c
WP_005275315.1	NiFe1c
WP_013650389.1	NiFe1c
WP_004711883.1	NiFe1c
WP_005188096.1	NiFe1c
WP_004389983.1	NiFe1c
WP_004877367.1	NiFe1c
WP_004716848.1	NiFe1c
WP_006819763.1	NiFe1c
WP_005605173.1	NiFe1c
WP_005576256.1	NiFe1c
WP_012771488.1	NiFe1c
WP_006718275.1	NiFe1c
WP_005638557.1	NiFe1c
WP_014064532.1	NiFe1c
WP_007243608.1	NiFe1c
WP_005760858.1	NiFe1c
WP_022854121.1	NiFe1c
WP_013906919.1	NiFe1c
WP_013909681.1	NiFe1c
WP_028840815.1	NiFe1c
WP_023457248.1	NiFe1d
WP_018391449.1	NiFe1d
WP_012169130.1	NiFe1d
WP_029004862.1	NiFe1d
WP_012384150.1	NiFe1d
WP_029356678.1	NiFe1d
WP_028336746.1	NiFe1d
WP_028135606.1	NiFe1d
WP_015668917.1	NiFe1d
WP_018240255.1	NiFe1d
WP_008838370.1	NiFe1d
WP_006205723.1	NiFe1d
WP_016919626.1	NiFe1d
WP_026600032.1	NiFe1d
WP_014891816.1	NiFe1d
WP_024878508.1	NiFe1d
WP_018266919.1	NiFe1d
WP_003612200.1	NiFe1d
WP_013913761.1	NiFe1d
WP_026783388.1	NiFe1d
WP_026790280.1	NiFe1d
WP_018517046.1	NiFe1d
WP_022718972.1	NiFe1d
WP_028738633.1	NiFe1d
WP_023664202.1	NiFe1d
WP_013418645.1	NiFe1d
WP_011156496.1	NiFe1d
WP_022723664.1	NiFe1d
WP_028002579.1	NiFe1d
WP_018098934.1	NiFe1d
WP_028877918.1	NiFe1d
WP_012114202.1	NiFe1d
WP_024276826.1	NiFe1d
WP_029556065.1	NiFe1d
WP_009505608.1	NiFe1d
WP_008886699.1	NiFe1d
WP_006939138.1	NiFe1d
WP_028714011.1	NiFe1d
WP_028717753.1	NiFe1d
WP_007796504.1	NiFe1d
WP_008030831.1	NiFe1d
WP_002720659.1	NiFe1d
WP_008282509.1	NiFe1d
WP_005863657.1	NiFe1d
WP_020041893.1	NiFe1d
WP_025825897.1	NiFe1d
WP_025861579.1	NiFe1d
WP_029009006.1	NiFe1d
WP_014249365.1	NiFe1d
WP_009540200.1	NiFe1d
WP_025813214.1	NiFe1d
WP_021130964.1	NiFe1d
WP_002725307.1	NiFe1d
WP_011388917.1	NiFe1d
WP_020923409.1	NiFe1d
WP_008068262.1	NiFe1d
WP_010880393.1	NiFe1d
WP_008286892.1	NiFe1d
WP_012963651.1	NiFe1d
WP_012513102.1	NiFe1d
WP_012992146.1	NiFe1d
WP_025306136.1	NiFe1d
WP_008862337.1	NiFe1d
WP_025279286.1	NiFe1d
WP_022602547.1	NiFe1d
WP_007653239.1	NiFe1d
WP_028728436.1	NiFe1d
WP_008157836.1	NiFe1d
WP_005643376.1	NiFe1d
WP_009317267.1	NiFe1d
WP_012025884.1	NiFe1d
WP_013764260.1	NiFe1d
WP_008510449.1	NiFe1d
WP_014217548.1	NiFe1d
WP_026436975.1	NiFe1d
AAB25780.1	NiFe1d
WP_028999751.1	NiFe1d
WP_028215130.1	NiFe1d
WP_028209126.1	NiFe1d
WP_015004151.1	NiFe1d
WP_012406417.1	NiFe1d
WP_018435806.1	NiFe1d
WP_011516064.1	NiFe1d
WP_018314860.1	NiFe1d
WP_028309978.1	NiFe1d
WP_022981892.1	NiFe1d
WP_011830409.1	NiFe1d
WP_011801364.1	NiFe1d
WP_011153927.1	NiFe1d
WP_014429772.1	NiFe1d
WP_013124489.1	NiFe1d
WP_018904264.1	NiFe1d
WP_011767509.1	NiFe1d
WP_028993715.1	NiFe1d
WP_026685892.1	NiFe1d
WP_011289709.1	NiFe1d
WP_026224841.1	NiFe1d
WP_008063479.1	NiFe1d
WP_006930451.1	NiFe1d
WP_012502532.1	NiFe1d
WP_006366944.1	NiFe1d
WP_012465814.1	NiFe1d
WP_011744848.1	NiFe1d
WP_012501193.1	NiFe1d
WP_011358178.1	NiFe1d
WP_012508571.1	NiFe1d
WP_012505437.1	NiFe1d
WP_009378513.1	NiFe1d
WP_005026843.1	NiFe1d
WP_011526524.1	NiFe1d
WP_027414715.1	NiFe1d
WP_003397243.1	NiFe1d
WP_019416530.1	NiFe1d
WP_009361199.1	NiFe1d
WP_021094790.1	NiFe1d
WP_003330153.1	NiFe1d
WP_019241710.1	NiFe1d
WP_020062534.1	NiFe1d
WP_015594636.1	NiFe1d
WP_013400922.1	NiFe1d
WP_013876989.1	NiFe1d
WP_028552966.1	NiFe1d
WP_023510524.1	NiFe1d
WP_010631937.1	NiFe1d
WP_025206080.1	NiFe1d
WP_019226053.1	NiFe1d
WP_026156348.1	NiFe1d
WP_014794600.1	NiFe1d
WP_015261076.1	NiFe1d
WP_005811167.1	NiFe1d
WP_019850866.1	NiFe1d
WP_014826810.1	NiFe1d
WP_014904046.1	NiFe1d
WP_014186363.1	NiFe1d
WP_009623566.1	NiFe1d
WP_012281726.1	NiFe1d
WP_012282567.1	NiFe1d
WP_004573252.1	NiFe1d
WP_027937761.1	NiFe1d
WP_018702099.1	NiFe1d
WP_006305436.1	NiFe1d
WP_015597373.1	NiFe1d
WP_027889016.1	NiFe1d
WP_005840788.1	NiFe1d
WP_007954318.1	NiFe1d
WP_026762838.1	NiFe1d
WP_019542170.1	NiFe1d
WP_006690835.1	NiFe1d
WP_006692428.1	NiFe1d
WP_006696448.1	NiFe1d
WP_029541750.1	NiFe1d
WP_006192752.1	NiFe1d
WP_021167302.1	NiFe1d
WP_007290417.1	NiFe1d
WP_005376164.1	NiFe1d
WP_005386103.1	NiFe1d
WP_028254735.1	NiFe1d
WP_028257253.1	NiFe1d
WP_004696380.1	NiFe1d
WP_006555093.1	NiFe1d
WP_019554568.1	NiFe1d
WP_020745479.1	NiFe1d
WP_027859843.1	NiFe1d
WP_027853880.1	NiFe1d
WP_011629764.1	NiFe1d
WP_020502968.1	NiFe1d
WP_007190983.1	NiFe1d
AAA27410.1	NiFe1d
WP_014779996.1	NiFe1d
WP_015282042.1	NiFe1d
WP_007039718.1	NiFe1d
WP_009149949.1	NiFe1d
WP_003830872.1	NiFe1d
WP_006685852.1	NiFe1d
WP_024524424.1	NiFe1d
WP_015872618.1	NiFe1d
WP_005282283.1	NiFe1d
WP_000107397.1	NiFe1d
WP_021522685.1	NiFe1d
WP_000107363.1	NiFe1d
WP_010863916.1	NiFe1d
WP_000070977.1	NiFe1d
